conflict_id,overlap_id,conflict_type,severity,affected_area_km2,geometry,resolution_method,processing_complexity,resolution_success,resolution_quality,processing_time_seconds,residual_error
CNF_0001,OVL_001,coordinate_shift,0.8353934714937543,10.36102852133726,"POLYGON ((72.95024076366639 21.004900857016477, 72.95096073597983 21.009754516100806, 72.9521529832134 21.014514233862723, 72.95380602337444 21.019134171618255, 72.95590393678258 21.0235698368413, 72.95842651938487 21.02777851165098, 72.96134947733186 21.031719664208183, 72.96464466094068 21.03535533905933, 72.96828033579182 21.03865052266814, 72.97222148834902 21.041573480615128, 72.9764301631587 21.044096063217417, 72.98086582838175 21.046193976625563, 72.98548576613727 21.047847016786612, 72.99024548389919 21.049039264020163, 72.99509914298352 21.04975923633361, 73 21.05, 76 21.05, 76.00490085701648 21.04975923633361, 76.00975451610081 21.049039264020163, 76.01451423386273 21.047847016786612, 76.01913417161825 21.046193976625563, 76.0235698368413 21.044096063217417, 76.02777851165098 21.041573480615128, 76.03171966420818 21.03865052266814, 76.03535533905932 21.03535533905933, 76.03865052266814 21.031719664208183, 76.04157348061513 21.02777851165098, 76.04409606321742 21.0235698368413, 76.04619397662556 21.019134171618255, 76.0478470167866 21.014514233862723, 76.04903926402017 21.009754516100806, 76.04975923633361 21.004900857016477, 76.05 21, 76.04975923633361 20.995099142983523, 76.04903926402017 20.990245483899194, 76.0478470167866 20.985485766137277, 76.04619397662556 20.980865828381745, 76.04409606321742 20.9764301631587, 76.04157348061513 20.97222148834902, 76.03865052266814 20.968280335791817, 76.03535533905932 20.96464466094067, 76.03171966420818 20.96134947733186, 76.02777851165098 20.958426519384872, 76.0235698368413 20.955903936782583, 76.01913417161825 20.953806023374437, 76.01451423386273 20.952152983213388, 76.00975451610081 20.950960735979837, 76.00490085701648 20.95024076366639, 76 20.95, 73 20.95, 72.99509914298352 20.95024076366639, 72.99024548389919 20.950960735979837, 72.98548576613727 20.952152983213388, 72.98086582838175 20.953806023374437, 72.9764301631587 20.955903936782583, 72.97222148834902 20.958426519384872, 72.96828033579182 20.96134947733186, 72.96464466094068 20.96464466094067, 72.96134947733186 20.968280335791817, 72.95842651938487 20.97222148834902, 72.95590393678258 20.9764301631587, 72.95380602337444 20.980865828381745, 72.9521529832134 20.985485766137277, 72.95096073597983 20.990245483899194, 72.95024076366639 20.995099142983523, 72.95 21, 72.95024076366639 21.004900857016477))","{'name': '高程平滑插值算法', 'method': 'gaussian_smoothing', 'parameters': {'sigma': 2.0, 'window_size': 5, 'quality_mode': 'high'}, 'complexity': 'high'}",high,True,0.95487470208121,19.159694124349638,0.0735584951417552
CNF_0002,OVL_001,temporal_inconsistency,0.8025063586819468,493.31062638116924,"POLYGON ((72.95024076366639 21.004900857016477, 72.95096073597983 21.009754516100806, 72.9521529832134 21.014514233862723, 72.95380602337444 21.019134171618255, 72.95590393678258 21.0235698368413, 72.95842651938487 21.02777851165098, 72.96134947733186 21.031719664208183, 72.96464466094068 21.03535533905933, 72.96828033579182 21.03865052266814, 72.97222148834902 21.041573480615128, 72.9764301631587 21.044096063217417, 72.98086582838175 21.046193976625563, 72.98548576613727 21.047847016786612, 72.99024548389919 21.049039264020163, 72.99509914298352 21.04975923633361, 73 21.05, 76 21.05, 76.00490085701648 21.04975923633361, 76.00975451610081 21.049039264020163, 76.01451423386273 21.047847016786612, 76.01913417161825 21.046193976625563, 76.0235698368413 21.044096063217417, 76.02777851165098 21.041573480615128, 76.03171966420818 21.03865052266814, 76.03535533905932 21.03535533905933, 76.03865052266814 21.031719664208183, 76.04157348061513 21.02777851165098, 76.04409606321742 21.0235698368413, 76.04619397662556 21.019134171618255, 76.0478470167866 21.014514233862723, 76.04903926402017 21.009754516100806, 76.04975923633361 21.004900857016477, 76.05 21, 76.04975923633361 20.995099142983523, 76.04903926402017 20.990245483899194, 76.0478470167866 20.985485766137277, 76.04619397662556 20.980865828381745, 76.04409606321742 20.9764301631587, 76.04157348061513 20.97222148834902, 76.03865052266814 20.968280335791817, 76.03535533905932 20.96464466094067, 76.03171966420818 20.96134947733186, 76.02777851165098 20.958426519384872, 76.0235698368413 20.955903936782583, 76.01913417161825 20.953806023374437, 76.01451423386273 20.952152983213388, 76.00975451610081 20.950960735979837, 76.00490085701648 20.95024076366639, 76 20.95, 73 20.95, 72.99509914298352 20.95024076366639, 72.99024548389919 20.950960735979837, 72.98548576613727 20.952152983213388, 72.98086582838175 20.953806023374437, 72.9764301631587 20.955903936782583, 72.97222148834902 20.958426519384872, 72.96828033579182 20.96134947733186, 72.96464466094068 20.96464466094067, 72.96134947733186 20.968280335791817, 72.95842651938487 20.97222148834902, 72.95590393678258 20.9764301631587, 72.95380602337444 20.980865828381745, 72.9521529832134 20.985485766137277, 72.95096073597983 20.990245483899194, 72.95024076366639 20.995099142983523, 72.95 21, 72.95024076366639 21.004900857016477))","{'name': '高程平滑插值算法', 'method': 'gaussian_smoothing', 'parameters': {'sigma': 2.0, 'window_size': 5, 'quality_mode': 'high'}, 'complexity': 'high'}",low,True,0.9097854133224752,48.03170120529089,0.15854256789899115
CNF_0003,OVL_001,data_gap,0.9379734997373534,124.7786244653046,"POLYGON ((72.95024076366639 21.004900857016477, 72.95096073597983 21.009754516100806, 72.9521529832134 21.014514233862723, 72.95380602337444 21.019134171618255, 72.95590393678258 21.0235698368413, 72.95842651938487 21.02777851165098, 72.96134947733186 21.031719664208183, 72.96464466094068 21.03535533905933, 72.96828033579182 21.03865052266814, 72.97222148834902 21.041573480615128, 72.9764301631587 21.044096063217417, 72.98086582838175 21.046193976625563, 72.98548576613727 21.047847016786612, 72.99024548389919 21.049039264020163, 72.99509914298352 21.04975923633361, 73 21.05, 76 21.05, 76.00490085701648 21.04975923633361, 76.00975451610081 21.049039264020163, 76.01451423386273 21.047847016786612, 76.01913417161825 21.046193976625563, 76.0235698368413 21.044096063217417, 76.02777851165098 21.041573480615128, 76.03171966420818 21.03865052266814, 76.03535533905932 21.03535533905933, 76.03865052266814 21.031719664208183, 76.04157348061513 21.02777851165098, 76.04409606321742 21.0235698368413, 76.04619397662556 21.019134171618255, 76.0478470167866 21.014514233862723, 76.04903926402017 21.009754516100806, 76.04975923633361 21.004900857016477, 76.05 21, 76.04975923633361 20.995099142983523, 76.04903926402017 20.990245483899194, 76.0478470167866 20.985485766137277, 76.04619397662556 20.980865828381745, 76.04409606321742 20.9764301631587, 76.04157348061513 20.97222148834902, 76.03865052266814 20.968280335791817, 76.03535533905932 20.96464466094067, 76.03171966420818 20.96134947733186, 76.02777851165098 20.958426519384872, 76.0235698368413 20.955903936782583, 76.01913417161825 20.953806023374437, 76.01451423386273 20.952152983213388, 76.00975451610081 20.950960735979837, 76.00490085701648 20.95024076366639, 76 20.95, 73 20.95, 72.99509914298352 20.95024076366639, 72.99024548389919 20.950960735979837, 72.98548576613727 20.952152983213388, 72.98086582838175 20.953806023374437, 72.9764301631587 20.955903936782583, 72.97222148834902 20.958426519384872, 72.96828033579182 20.96134947733186, 72.96464466094068 20.96464466094067, 72.96134947733186 20.968280335791817, 72.95842651938487 20.97222148834902, 72.95590393678258 20.9764301631587, 72.95380602337444 20.980865828381745, 72.9521529832134 20.985485766137277, 72.95096073597983 20.990245483899194, 72.95024076366639 20.995099142983523, 72.95 21, 72.95024076366639 21.004900857016477))","{'name': '数据填补算法', 'method': 'gap_filling', 'parameters': {'interpolation': 'kriging', 'radius': 1000, 'quality_mode': 'high'}, 'complexity': 'high'}",medium,False,0.5863309965893175,49.2538288306167,0.4862496397240065
CNF_0004,OVL_001,elevation_discontinuity,0.8536311955804926,103.9980033168856,"POLYGON ((72.95024076366639 21.004900857016477, 72.95096073597983 21.009754516100806, 72.9521529832134 21.014514233862723, 72.95380602337444 21.019134171618255, 72.95590393678258 21.0235698368413, 72.95842651938487 21.02777851165098, 72.96134947733186 21.031719664208183, 72.96464466094068 21.03535533905933, 72.96828033579182 21.03865052266814, 72.97222148834902 21.041573480615128, 72.9764301631587 21.044096063217417, 72.98086582838175 21.046193976625563, 72.98548576613727 21.047847016786612, 72.99024548389919 21.049039264020163, 72.99509914298352 21.04975923633361, 73 21.05, 76 21.05, 76.00490085701648 21.04975923633361, 76.00975451610081 21.049039264020163, 76.01451423386273 21.047847016786612, 76.01913417161825 21.046193976625563, 76.0235698368413 21.044096063217417, 76.02777851165098 21.041573480615128, 76.03171966420818 21.03865052266814, 76.03535533905932 21.03535533905933, 76.03865052266814 21.031719664208183, 76.04157348061513 21.02777851165098, 76.04409606321742 21.0235698368413, 76.04619397662556 21.019134171618255, 76.0478470167866 21.014514233862723, 76.04903926402017 21.009754516100806, 76.04975923633361 21.004900857016477, 76.05 21, 76.04975923633361 20.995099142983523, 76.04903926402017 20.990245483899194, 76.0478470167866 20.985485766137277, 76.04619397662556 20.980865828381745, 76.04409606321742 20.9764301631587, 76.04157348061513 20.97222148834902, 76.03865052266814 20.968280335791817, 76.03535533905932 20.96464466094067, 76.03171966420818 20.96134947733186, 76.02777851165098 20.958426519384872, 76.0235698368413 20.955903936782583, 76.01913417161825 20.953806023374437, 76.01451423386273 20.952152983213388, 76.00975451610081 20.950960735979837, 76.00490085701648 20.95024076366639, 76 20.95, 73 20.95, 72.99509914298352 20.95024076366639, 72.99024548389919 20.950960735979837, 72.98548576613727 20.952152983213388, 72.98086582838175 20.953806023374437, 72.9764301631587 20.955903936782583, 72.97222148834902 20.958426519384872, 72.96828033579182 20.96134947733186, 72.96464466094068 20.96464466094067, 72.96134947733186 20.968280335791817, 72.95842651938487 20.97222148834902, 72.95590393678258 20.9764301631587, 72.95380602337444 20.980865828381745, 72.9521529832134 20.985485766137277, 72.95096073597983 20.990245483899194, 72.95024076366639 20.995099142983523, 72.95 21, 72.95024076366639 21.004900857016477))","{'name': '高程平滑插值算法', 'method': 'gaussian_smoothing', 'parameters': {'sigma': 2.0, 'window_size': 5, 'quality_mode': 'high'}, 'complexity': 'high'}",medium,True,0.8142887441929327,19.117282543645118,0.22116970653060666
CNF_0005,OVL_002,projection_mismatch,0.6389557268094742,175.69682506576726,"POLYGON ((76.00490085701648 21.04975923633361, 76.00975451610081 21.049039264020163, 76.01451423386273 21.047847016786612, 76.01913417161825 21.046193976625563, 76.0235698368413 21.044096063217417, 76.02777851165098 21.041573480615128, 76.03171966420818 21.03865052266814, 76.03535533905932 21.03535533905933, 76.03865052266814 21.031719664208183, 76.04157348061513 21.02777851165098, 76.04409606321742 21.0235698368413, 76.04619397662556 21.019134171618255, 76.0478470167866 21.014514233862723, 76.04903926402017 21.009754516100806, 76.04975923633361 21.004900857016477, 76.05 21, 76.05 18, 76.04975923633361 17.995099142983523, 76.04903926402017 17.990245483899194, 76.0478470167866 17.985485766137277, 76.04619397662556 17.980865828381745, 76.04409606321742 17.9764301631587, 76.04157348061513 17.97222148834902, 76.03865052266814 17.968280335791817, 76.03535533905932 17.96464466094067, 76.03171966420818 17.96134947733186, 76.02777851165098 17.958426519384872, 76.0235698368413 17.955903936782583, 76.01913417161825 17.953806023374437, 76.01451423386273 17.952152983213388, 76.00975451610081 17.950960735979837, 76.00490085701648 17.95024076366639, 76 17.95, 75.99509914298352 17.95024076366639, 75.99024548389919 17.950960735979837, 75.98548576613727 17.952152983213388, 75.98086582838175 17.953806023374437, 75.9764301631587 17.955903936782583, 75.97222148834902 17.958426519384872, 75.96828033579182 17.96134947733186, 75.96464466094068 17.96464466094067, 75.96134947733186 17.968280335791817, 75.95842651938487 17.97222148834902, 75.95590393678258 17.9764301631587, 75.95380602337444 17.980865828381745, 75.9521529832134 17.985485766137277, 75.95096073597983 17.990245483899194, 75.95024076366639 17.995099142983523, 75.95 18, 75.95 21, 75.95024076366639 21.004900857016477, 75.95096073597983 21.009754516100806, 75.9521529832134 21.014514233862723, 75.95380602337444 21.019134171618255, 75.95590393678258 21.0235698368413, 75.95842651938487 21.02777851165098, 75.96134947733186 21.031719664208183, 75.96464466094068 21.03535533905933, 75.96828033579182 21.03865052266814, 75.97222148834902 21.041573480615128, 75.9764301631587 21.044096063217417, 75.98086582838175 21.046193976625563, 75.98548576613727 21.047847016786612, 75.99024548389919 21.049039264020163, 75.99509914298352 21.04975923633361, 76 21.05, 76.00490085701648 21.04975923633361))","{'name': '投影坐标转换算法', 'method': 'coordinate_transformation', 'parameters': {'resampling': 'bilinear', 'accuracy': 'high'}, 'complexity': 'low'}",medium,True,0.9317418000394504,45.57245977290543,0.12980025908645812
CNF_0006,OVL_002,temporal_inconsistency,0.6081950294293736,303.741621063838,"POLYGON ((76.00490085701648 21.04975923633361, 76.00975451610081 21.049039264020163, 76.01451423386273 21.047847016786612, 76.01913417161825 21.046193976625563, 76.0235698368413 21.044096063217417, 76.02777851165098 21.041573480615128, 76.03171966420818 21.03865052266814, 76.03535533905932 21.03535533905933, 76.03865052266814 21.031719664208183, 76.04157348061513 21.02777851165098, 76.04409606321742 21.0235698368413, 76.04619397662556 21.019134171618255, 76.0478470167866 21.014514233862723, 76.04903926402017 21.009754516100806, 76.04975923633361 21.004900857016477, 76.05 21, 76.05 18, 76.04975923633361 17.995099142983523, 76.04903926402017 17.990245483899194, 76.0478470167866 17.985485766137277, 76.04619397662556 17.980865828381745, 76.04409606321742 17.9764301631587, 76.04157348061513 17.97222148834902, 76.03865052266814 17.968280335791817, 76.03535533905932 17.96464466094067, 76.03171966420818 17.96134947733186, 76.02777851165098 17.958426519384872, 76.0235698368413 17.955903936782583, 76.01913417161825 17.953806023374437, 76.01451423386273 17.952152983213388, 76.00975451610081 17.950960735979837, 76.00490085701648 17.95024076366639, 76 17.95, 75.99509914298352 17.95024076366639, 75.99024548389919 17.950960735979837, 75.98548576613727 17.952152983213388, 75.98086582838175 17.953806023374437, 75.9764301631587 17.955903936782583, 75.97222148834902 17.958426519384872, 75.96828033579182 17.96134947733186, 75.96464466094068 17.96464466094067, 75.96134947733186 17.968280335791817, 75.95842651938487 17.97222148834902, 75.95590393678258 17.9764301631587, 75.95380602337444 17.980865828381745, 75.9521529832134 17.985485766137277, 75.95096073597983 17.990245483899194, 75.95024076366639 17.995099142983523, 75.95 18, 75.95 21, 75.95024076366639 21.004900857016477, 75.95096073597983 21.009754516100806, 75.9521529832134 21.014514233862723, 75.95380602337444 21.019134171618255, 75.95590393678258 21.0235698368413, 75.95842651938487 21.02777851165098, 75.96134947733186 21.031719664208183, 75.96464466094068 21.03535533905933, 75.96828033579182 21.03865052266814, 75.97222148834902 21.041573480615128, 75.9764301631587 21.044096063217417, 75.98086582838175 21.046193976625563, 75.98548576613727 21.047847016786612, 75.99024548389919 21.049039264020163, 75.99509914298352 21.04975923633361, 76 21.05, 76.00490085701648 21.04975923633361))","{'name': '高程平滑插值算法', 'method': 'gaussian_smoothing', 'parameters': {'sigma': 2.0, 'window_size': 5}, 'complexity': 'medium'}",medium,False,0.37588605744618936,41.94230990701053,0.9615129747860911
CNF_0007,OVL_003,resolution_difference,0.6745835375916457,348.9646042286475,"POLYGON ((76 21.05, 76.00490085701648 21.04975923633361, 76.00975451610081 21.049039264020163, 76.01451423386273 21.047847016786612, 76.01913417161825 21.046193976625563, 76.0235698368413 21.044096063217417, 76.02777851165098 21.041573480615128, 76.03171966420818 21.03865052266814, 76.03535533905932 21.03535533905933, 76.03865052266814 21.031719664208183, 76.04157348061513 21.02777851165098, 76.04409606321742 21.0235698368413, 76.04619397662556 21.019134171618255, 76.0478470167866 21.014514233862723, 76.04903926402017 21.009754516100806, 76.04975923633361 21.004900857016477, 76.05 21, 76.05 20.95, 76 20.95, 75.99509914298352 20.95024076366639, 75.99024548389919 20.950960735979837, 75.98548576613727 20.952152983213388, 75.98086582838175 20.953806023374437, 75.9764301631587 20.955903936782583, 75.97222148834902 20.958426519384872, 75.96828033579182 20.96134947733186, 75.96464466094068 20.96464466094067, 75.96134947733186 20.968280335791817, 75.95842651938487 20.97222148834902, 75.95590393678258 20.9764301631587, 75.95380602337444 20.980865828381745, 75.9521529832134 20.985485766137277, 75.95096073597983 20.990245483899194, 75.95024076366639 20.995099142983523, 75.95 21, 75.95 21.05, 76 21.05))","{'name': '分辨率统一算法', 'method': 'resolution_harmonization', 'parameters': {'target_resolution': 30, 'method': 'cubic'}, 'complexity': 'medium'}",medium,True,0.9744687570650767,47.5908661645423,0.25062835443603076
CNF_0008,OVL_003,coordinate_shift,0.6596074498988769,387.2933332978641,"POLYGON ((76 21.05, 76.00490085701648 21.04975923633361, 76.00975451610081 21.049039264020163, 76.01451423386273 21.047847016786612, 76.01913417161825 21.046193976625563, 76.0235698368413 21.044096063217417, 76.02777851165098 21.041573480615128, 76.03171966420818 21.03865052266814, 76.03535533905932 21.03535533905933, 76.03865052266814 21.031719664208183, 76.04157348061513 21.02777851165098, 76.04409606321742 21.0235698368413, 76.04619397662556 21.019134171618255, 76.0478470167866 21.014514233862723, 76.04903926402017 21.009754516100806, 76.04975923633361 21.004900857016477, 76.05 21, 76.05 20.95, 76 20.95, 75.99509914298352 20.95024076366639, 75.99024548389919 20.950960735979837, 75.98548576613727 20.952152983213388, 75.98086582838175 20.953806023374437, 75.9764301631587 20.955903936782583, 75.97222148834902 20.958426519384872, 75.96828033579182 20.96134947733186, 75.96464466094068 20.96464466094067, 75.96134947733186 20.968280335791817, 75.95842651938487 20.97222148834902, 75.95590393678258 20.9764301631587, 75.95380602337444 20.980865828381745, 75.9521529832134 20.985485766137277, 75.95096073597983 20.990245483899194, 75.95024076366639 20.995099142983523, 75.95 21, 75.95 21.05, 76 21.05))","{'name': '高程平滑插值算法', 'method': 'gaussian_smoothing', 'parameters': {'sigma': 2.0, 'window_size': 5}, 'complexity': 'medium'}",medium,False,0.4898447041370314,5.8093393877317485,0.3872041809918649
CNF_0009,OVL_004,resolution_difference,0.8665169095135794,12.878822073630428,"POLYGON ((72.95024076366639 24.004900857016477, 72.95096073597983 24.009754516100806, 72.9521529832134 24.014514233862723, 72.95380602337444 24.019134171618255, 72.95590393678258 24.0235698368413, 72.95842651938487 24.02777851165098, 72.96134947733186 24.031719664208183, 72.96464466094068 24.03535533905933, 72.96828033579182 24.03865052266814, 72.97222148834902 24.041573480615128, 72.9764301631587 24.044096063217417, 72.98086582838175 24.046193976625563, 72.98548576613727 24.047847016786612, 72.99024548389919 24.049039264020163, 72.99509914298352 24.04975923633361, 73 24.05, 76 24.05, 76.00490085701648 24.04975923633361, 76.00975451610081 24.049039264020163, 76.01451423386273 24.047847016786612, 76.01913417161825 24.046193976625563, 76.0235698368413 24.044096063217417, 76.02777851165098 24.041573480615128, 76.03171966420818 24.03865052266814, 76.03535533905932 24.03535533905933, 76.03865052266814 24.031719664208183, 76.04157348061513 24.02777851165098, 76.04409606321742 24.0235698368413, 76.04619397662556 24.019134171618255, 76.0478470167866 24.014514233862723, 76.04903926402017 24.009754516100806, 76.04975923633361 24.004900857016477, 76.05 24, 76.04975923633361 23.995099142983523, 76.04903926402017 23.990245483899194, 76.0478470167866 23.985485766137277, 76.04619397662556 23.980865828381745, 76.04409606321742 23.9764301631587, 76.04157348061513 23.97222148834902, 76.03865052266814 23.968280335791817, 76.03535533905932 23.96464466094067, 76.03171966420818 23.96134947733186, 76.02777851165098 23.958426519384872, 76.0235698368413 23.955903936782583, 76.01913417161825 23.953806023374437, 76.01451423386273 23.952152983213388, 76.00975451610081 23.950960735979837, 76.00490085701648 23.95024076366639, 76 23.95, 73 23.95, 72.99509914298352 23.95024076366639, 72.99024548389919 23.950960735979837, 72.98548576613727 23.952152983213388, 72.98086582838175 23.953806023374437, 72.9764301631587 23.955903936782583, 72.97222148834902 23.958426519384872, 72.96828033579182 23.96134947733186, 72.96464466094068 23.96464466094067, 72.96134947733186 23.968280335791817, 72.95842651938487 23.97222148834902, 72.95590393678258 23.9764301631587, 72.95380602337444 23.980865828381745, 72.9521529832134 23.985485766137277, 72.95096073597983 23.990245483899194, 72.95024076366639 23.995099142983523, 72.95 24, 72.95024076366639 24.004900857016477))","{'name': '分辨率统一算法', 'method': 'resolution_harmonization', 'parameters': {'target_resolution': 30, 'method': 'cubic', 'quality_mode': 'high'}, 'complexity': 'high'}",high,True,0.9288150098198097,21.63925640936293,0.012980072461167835
CNF_0010,OVL_004,data_gap,0.9587600186120991,331.62095597906483,"POLYGON ((72.95024076366639 24.004900857016477, 72.95096073597983 24.009754516100806, 72.9521529832134 24.014514233862723, 72.95380602337444 24.019134171618255, 72.95590393678258 24.0235698368413, 72.95842651938487 24.02777851165098, 72.96134947733186 24.031719664208183, 72.96464466094068 24.03535533905933, 72.96828033579182 24.03865052266814, 72.97222148834902 24.041573480615128, 72.9764301631587 24.044096063217417, 72.98086582838175 24.046193976625563, 72.98548576613727 24.047847016786612, 72.99024548389919 24.049039264020163, 72.99509914298352 24.04975923633361, 73 24.05, 76 24.05, 76.00490085701648 24.04975923633361, 76.00975451610081 24.049039264020163, 76.01451423386273 24.047847016786612, 76.01913417161825 24.046193976625563, 76.0235698368413 24.044096063217417, 76.02777851165098 24.041573480615128, 76.03171966420818 24.03865052266814, 76.03535533905932 24.03535533905933, 76.03865052266814 24.031719664208183, 76.04157348061513 24.02777851165098, 76.04409606321742 24.0235698368413, 76.04619397662556 24.019134171618255, 76.0478470167866 24.014514233862723, 76.04903926402017 24.009754516100806, 76.04975923633361 24.004900857016477, 76.05 24, 76.04975923633361 23.995099142983523, 76.04903926402017 23.990245483899194, 76.0478470167866 23.985485766137277, 76.04619397662556 23.980865828381745, 76.04409606321742 23.9764301631587, 76.04157348061513 23.97222148834902, 76.03865052266814 23.968280335791817, 76.03535533905932 23.96464466094067, 76.03171966420818 23.96134947733186, 76.02777851165098 23.958426519384872, 76.0235698368413 23.955903936782583, 76.01913417161825 23.953806023374437, 76.01451423386273 23.952152983213388, 76.00975451610081 23.950960735979837, 76.00490085701648 23.95024076366639, 76 23.95, 73 23.95, 72.99509914298352 23.95024076366639, 72.99024548389919 23.950960735979837, 72.98548576613727 23.952152983213388, 72.98086582838175 23.953806023374437, 72.9764301631587 23.955903936782583, 72.97222148834902 23.958426519384872, 72.96828033579182 23.96134947733186, 72.96464466094068 23.96464466094067, 72.96134947733186 23.968280335791817, 72.95842651938487 23.97222148834902, 72.95590393678258 23.9764301631587, 72.95380602337444 23.980865828381745, 72.9521529832134 23.985485766137277, 72.95096073597983 23.990245483899194, 72.95024076366639 23.995099142983523, 72.95 24, 72.95024076366639 24.004900857016477))","{'name': '数据填补算法', 'method': 'gap_filling', 'parameters': {'interpolation': 'kriging', 'radius': 1000, 'quality_mode': 'high'}, 'complexity': 'high'}",high,True,0.8429542447818152,59.28653011582701,0.042546781180724656
